ZipCode,State,City,Metro,CountyName,Date,MedianHousing
77494,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,336776.0
77449,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,182598.0
77084,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,180604.0
79936,TX,El Paso,El Paso,El Paso County,2019-01-31,129041.0
78660,TX,Pflugerville,Austin-Round Rock,Travis County,2019-01-31,261768.0
78130,TX,New Braunfels,San Antonio-New Braunfels,Comal County,2019-01-31,235300.0
77573,TX,League City,Houston-The Woodlands-Sugar Land,Galveston County,2019-01-31,278148.0
77584,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,2019-01-31,271071.0
78613,TX,Cedar Park,Austin-Round Rock,Williamson County,2019-01-31,326490.0
77433,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,278339.0
78572,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,116868.0
79912,TX,El Paso,El Paso,El Paso County,2019-01-31,191455.0
75052,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,221087.0
77429,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,255662.0
78245,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,180608.0
77479,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,382059.0
77036,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,205108.0
78704,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,660126.0
77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,319796.0
77379,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,257268.0
75287,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,345757.0
78666,TX,San Marcos,Austin-Round Rock,Hays County,2019-01-31,228934.0
78521,TX,Brownsville,Brownsville-Harlingen,Cameron County,2019-01-31,77512.0
75243,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,301750.0
78745,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,330488.0
75067,TX,Lewisville,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,257038.0
78641,TX,Leander,Austin-Round Rock,Williamson County,2019-01-31,303741.0
79938,TX,El Paso,El Paso,El Paso County,2019-01-31,153728.0
76063,TX,Mansfield,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,288710.0
77459,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,280230.0
76028,TX,Burleson,Dallas-Fort Worth-Arlington,Johnson County,2019-01-31,233901.0
75056,TX,The Colony,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,322254.0
78577,TX,Pharr,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,98608.0
78240,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,194618.0
77845,TX,College Station,College Station-Bryan,Brazos County,2019-01-31,259397.0
75035,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,400853.0
77450,TX,Cinco Ranch,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,261244.0
75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,200552.0
76244,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,269646.0
77095,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,223209.0
75206,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,500143.0
75217,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,133506.0
77082,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,184441.0
76116,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,205383.0
77840,TX,College Station,College Station-Bryan,Brazos County,2019-01-31,216115.0
77007,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,425409.0
75150,TX,Mesquite,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,183097.0
78501,TX,McAllen,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,120315.0
78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,218874.0
77057,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,381079.0
78254,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,221895.0
77521,TX,Baytown,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,182583.0
75070,TX,McKinney,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,334042.0
75002,TX,Allen,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,310200.0
75043,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,208872.0
77346,TX,Atascocita,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,221556.0
78748,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,305344.0
76179,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,223467.0
78251,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,190754.0
78758,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,312440.0
77375,TX,Tomball,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,224037.0
77083,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,178862.0
75211,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,163307.0
78741,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,298927.0
78664,TX,Round Rock,Austin-Round Rock,Williamson County,2019-01-31,236706.0
79924,TX,El Paso,El Paso,El Paso County,2019-01-31,106329.0
78753,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,263562.0
75098,TX,Wylie,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,285410.0
78253,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,258531.0
79424,TX,Lubbock,Lubbock,Lubbock County,2019-01-31,217944.0
77373,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,165473.0
77070,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,210096.0
75204,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,428646.0
75068,TX,Little Elm,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,283931.0
76137,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,219330.0
78759,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,501379.0
75071,TX,McKinney,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,339432.0
76051,TX,Grapevine,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,363465.0
78640,TX,Kyle,Austin-Round Rock,Hays County,2019-01-31,219103.0
79928,TX,Horizon City,El Paso,El Paso County,2019-01-31,148185.0
78209,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,410626.0
78223,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,137000.0
78520,TX,Brownsville,Brownsville-Harlingen,Cameron County,2019-01-31,93777.0
77386,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,247460.0
75034,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,503334.0
75115,TX,Desoto,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,219730.0
78045,TX,Laredo,Laredo,Webb County,2019-01-31,231300.0
77407,TX,Richmond,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,260039.0
75093,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,497095.0
78542,TX,Edinburg,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,112049.0
78228,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,135542.0
78665,TX,Round Rock,Austin-Round Rock,Williamson County,2019-01-31,305670.0
78230,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,275757.0
79109,TX,Amarillo,Amarillo,Potter County,2019-01-31,161757.0
75007,TX,Carrollton,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,284184.0
78504,TX,McAllen,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,163693.0
75219,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,387910.0
78550,TX,Harlingen,Brownsville-Harlingen,Cameron County,2019-01-31,94522.0
75080,TX,Richardson,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,328565.0
78258,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,348575.0
75040,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,200458.0
75231,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,448380.0
77042,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,349084.0
76549,TX,Killeen,Killeen-Temple,Bell County,2019-01-31,134714.0
78681,TX,Round Rock,Austin-Round Rock,Williamson County,2019-01-31,335611.0
75061,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,202510.0
75126,TX,Forney,Dallas-Fort Worth-Arlington,Kaufman County,2019-01-31,246448.0
78250,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,177050.0
75149,TX,Mesquite,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,165570.0
75025,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,378848.0
75024,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,430199.0
77063,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,288095.0
78216,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,226533.0
77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,345479.0
76133,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,178199.0
77546,TX,Friendswood,Houston-The Woodlands-Sugar Land,Galveston County,2019-01-31,272293.0
75063,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,424876.0
77406,TX,Richmond,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,287742.0
75074,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,266540.0
76010,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,151125.0
78247,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,205545.0
76542,TX,Killeen,Killeen-Temple,Bell County,2019-01-31,157327.0
77396,TX,Atascocita,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,181931.0
78233,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,168948.0
77008,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,457559.0
78155,TX,Seguin,San Antonio-New Braunfels,Guadalupe County,2019-01-31,195907.0
75023,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,297555.0
77072,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,151235.0
77089,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,191806.0
77469,TX,Richmond,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,231586.0
77511,TX,Alvin,Houston-The Woodlands-Sugar Land,Brazoria County,2019-01-31,202095.0
75006,TX,Carrollton,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,251953.0
75227,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,151426.0
77015,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,143876.0
78046,TX,Laredo,Laredo,Webb County,2019-01-31,129868.0
77040,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,185387.0
75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,470000.0
77388,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,207411.0
78028,TX,Kerrville,Kerrville,Kerr County,2019-01-31,223337.0
75062,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,212295.0
76112,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,163247.0
75216,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,101826.0
79907,TX,El Paso,El Paso,El Paso County,2019-01-31,97168.0
76502,TX,Temple,Killeen-Temple,Bell County,2019-01-31,174988.0
78109,TX,Converse,San Antonio-New Braunfels,Bexar County,2019-01-31,175311.0
78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,155950.0
76039,TX,Euless,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,250695.0
78213,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,158388.0
76017,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,216933.0
78414,TX,Corpus Christi,Corpus Christi,Nueces County,2019-01-31,225048.0
75214,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,556777.0
77339,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,212528.0
79705,TX,Midland,Midland,Midland County,2019-01-31,304654.0
78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,188422.0
77024,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,1212295.0
77581,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,2019-01-31,261133.0
78840,TX,Del Rio,Del Rio,Val Verde County,2019-01-31,119776.0
77088,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,143105.0
76108,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,187275.0
75104,TX,Cedar Hill,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,209870.0
77099,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,157961.0
75013,TX,Allen,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,444465.0
75044,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,244658.0
77090,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,180308.0
75019,TX,Coppell,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,430486.0
77539,TX,Dickinson,Houston-The Woodlands-Sugar Land,Galveston County,2019-01-31,199203.0
77055,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,501969.0
75165,TX,Waxahachie,Dallas-Fort Worth-Arlington,Ellis County,2019-01-31,212696.0
77044,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,205267.0
77004,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,300809.0
77064,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,186146.0
79423,TX,Lubbock,Lubbock,Lubbock County,2019-01-31,166450.0
78227,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,126755.0
78744,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,232982.0
76107,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,293921.0
77080,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,267202.0
79762,TX,Odessa,Odessa,Ector County,2019-01-31,193182.0
78207,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,80024.0
78526,TX,Brownsville,Brownsville-Harlingen,Cameron County,2019-01-31,131076.0
79707,TX,Midland,Midland,Midland County,2019-01-31,344542.0
78006,TX,Boerne,San Antonio-New Braunfels,Kendall County,2019-01-31,387841.0
76522,TX,Copperas Cove,Killeen-Temple,Coryell County,2019-01-31,127683.0
77498,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,225208.0
78852,TX,Eagle Pass,Eagle Pass,Maverick County,2019-01-31,132257.0
76513,TX,Belton,Killeen-Temple,Bell County,2019-01-31,183142.0
78412,TX,Corpus Christi,Corpus Christi,Nueces County,2019-01-31,140719.0
78574,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,112547.0
78232,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,277839.0
75028,TX,Flower Mound,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,357170.0
76021,TX,Bedford,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,276617.0
75050,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,176918.0
79925,TX,El Paso,El Paso,El Paso County,2019-01-31,139535.0
76904,TX,San Angelo,San Angelo,Tom Green County,2019-01-31,222452.0
78041,TX,Laredo,Laredo,Webb County,2019-01-31,193778.0
75154,TX,Red Oak,Dallas-Fort Worth-Arlington,Ellis County,2019-01-31,230883.0
76210,TX,Denton,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,266516.0
78217,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,174647.0
78413,TX,Corpus Christi,Corpus Christi,Nueces County,2019-01-31,192758.0
77338,TX,Humble,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,162093.0
75081,TX,Richardson,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,287212.0
75075,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,323646.0
77060,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,131846.0
76262,TX,Roanoke,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,403790.0
78154,TX,Schertz,San Antonio-New Braunfels,Guadalupe County,2019-01-31,225376.0
76180,TX,North Richland Hills,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,220738.0
76119,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,121092.0
78723,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,393845.0
77006,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,527219.0
77009,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,321032.0
75060,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,190396.0
76227,TX,Aubrey,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,258577.0
77356,TX,Montgomery,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,275681.0
78749,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,388950.0
78610,TX,Buda,Austin-Round Rock,Hays County,2019-01-31,273373.0
77065,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,196954.0
77471,TX,Rosenberg,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,180001.0
75069,TX,McKinney,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,298760.0
77079,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,523619.0
77035,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,245065.0
78537,TX,Donna,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,70780.0
77642,TX,Port Arthur,Beaumont-Port Arthur,Jefferson County,2019-01-31,61429.0
77096,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,344884.0
75501,TX,Texarkana,Texarkana,Bowie County,2019-01-31,94151.0
78628,TX,Georgetown,Austin-Round Rock,Williamson County,2019-01-31,357006.0
76131,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,232781.0
78586,TX,San Benito,Brownsville-Harlingen,Cameron County,2019-01-31,82241.0
75605,TX,Longview,Longview,Gregg County,2019-01-31,214554.0
78218,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,146106.0
77054,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,152057.0
77304,TX,Conroe,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,241872.0
78541,TX,Edinburg,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,117166.0
75220,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,330396.0
78418,TX,Corpus Christi,Corpus Christi,Nueces County,2019-01-31,218841.0
78729,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,324930.0
77056,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,945682.0
75087,TX,Rockwall,Dallas-Fort Worth-Arlington,Rockwall County,2019-01-31,305660.0
77092,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,234310.0
78108,TX,Cibolo,San Antonio-New Braunfels,Guadalupe County,2019-01-31,244940.0
75038,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,359011.0
76065,TX,Midlothian,Dallas-Fort Worth-Arlington,Ellis County,2019-01-31,291330.0
77354,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,305563.0
75701,TX,Tyler,Tyler,Smith County,2019-01-31,142397.0
76706,TX,Waco,Waco,McLennan County,2019-01-31,157006.0
78596,TX,Weslaco,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,96464.0
77365,TX,Porter,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,225511.0
76248,TX,Keller,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,398878.0
77377,TX,Tomball,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,271604.0
75904,TX,Lufkin,Lufkin,Angelina County,2019-01-31,130523.0
75230,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,787067.0
78415,TX,Corpus Christi,Corpus Christi,Nueces County,2019-01-31,117237.0
79416,TX,Lubbock,Lubbock,Lubbock County,2019-01-31,146310.0
77074,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,177599.0
78717,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,399184.0
77381,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,345137.0
77520,TX,Baytown,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,124479.0
77025,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,439390.0
77389,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,325076.0
77706,TX,Beaumont,Beaumont-Port Arthur,Jefferson County,2019-01-31,190055.0
78210,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,139953.0
76006,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,293367.0
77571,TX,La Porte,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,182755.0
76013,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,213351.0
75252,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,425047.0
75077,TX,Highland Village,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,332226.0
78727,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,349338.0
77073,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,161195.0
75033,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,2019-01-31,416471.0
77493,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,238161.0
77380,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,244657.0
79763,TX,Odessa,Odessa,Ector County,2019-01-31,148601.0
77093,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,116236.0
78539,TX,Edinburg,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,153094.0
76132,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,324037.0
77566,TX,Lake Jackson,Houston-The Woodlands-Sugar Land,Brazoria County,2019-01-31,207562.0
77340,TX,Huntsville,Huntsville,Walker County,2019-01-31,195469.0
77034,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,156515.0
78633,TX,Georgetown,Austin-Round Rock,Williamson County,2019-01-31,341820.0
78731,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,746559.0
77382,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-01-31,378969.0
79915,TX,El Paso,El Paso,El Paso County,2019-01-31,94586.0
75039,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,491571.0
77477,TX,Stafford,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,200082.0
77019,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,644432.0
78626,TX,Georgetown,Austin-Round Rock,Williamson County,2019-01-31,266156.0
76543,TX,Killeen,Killeen-Temple,Bell County,2019-01-31,92431.0
78132,TX,New Braunfels,San Antonio-New Braunfels,Comal County,2019-01-31,411909.0
75238,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,413266.0
78043,TX,Laredo,Laredo,Webb County,2019-01-31,137270.0
75051,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,160439.0
76903,TX,San Angelo,San Angelo,Tom Green County,2019-01-31,80154.0
78221,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,129419.0
76049,TX,Granbury,Dallas-Fort Worth-Arlington,Hood County,2019-01-31,283169.0
75010,TX,Carrollton,Dallas-Fort Worth-Arlington,Denton County,2019-01-31,348846.0
76901,TX,San Angelo,San Angelo,Tom Green County,2019-01-31,132572.0
77550,TX,Galveston,Houston-The Woodlands-Sugar Land,Galveston County,2019-01-31,193698.0
78573,TX,Alton,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,121455.0
79720,TX,Big Spring,Big Spring,Howard County,2019-01-31,116832.0
79605,TX,Abilene,Abilene,Taylor County,2019-01-31,116535.0
77075,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,173997.0
78582,TX,Rio Grande City,Rio Grande City,Starr County,2019-01-31,60225.0
76401,TX,Stephenville,Stephenville,Erath County,2019-01-31,164710.0
77598,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,186814.0
76053,TX,Hurst,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,203690.0
79106,TX,Amarillo,Amarillo,Potter County,2019-01-31,112972.0
77489,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-01-31,154874.0
78705,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,656932.0
75234,TX,Farmers Branch,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,257702.0
77536,TX,Deer Park,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,196733.0
78212,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-01-31,234734.0
79904,TX,El Paso,El Paso,El Paso County,2019-01-31,102217.0
78552,TX,Harlingen,Brownsville-Harlingen,Cameron County,2019-01-31,128149.0
78634,TX,Hutto,Austin-Round Rock,Williamson County,2019-01-31,236134.0
75604,TX,Longview,Longview,Gregg County,2019-01-31,174542.0
77532,TX,Crosby,Houston-The Woodlands-Sugar Land,Harris County,2019-01-31,191127.0
78728,TX,Austin,Austin-Round Rock,Travis County,2019-01-31,292001.0
76087,TX,Weatherford,Dallas-Fort Worth-Arlington,Parker County,2019-01-31,304122.0
77535,TX,Dayton,Houston-The Woodlands-Sugar Land,Liberty County,2019-01-31,200936.0
75254,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-01-31,577310.0
77630,TX,Orange,Beaumont-Port Arthur,Orange County,2019-01-31,100386.0
78040,TX,Laredo,Laredo,Webb County,2019-01-31,89251.0
76040,TX,Euless,Dallas-Fort Worth-Arlington,Tarrant County,2019-01-31,236882.0
78589,TX,San Juan,McAllen-Edinburg-Mission,Hidalgo County,2019-01-31,104856.0
