ZipCode,State,City,Metro,CountyName,Date,MedianHousing
77469,TX,Richmond,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-03-31,232928.0
77511,TX,Alvin,Houston-The Woodlands-Sugar Land,Brazoria County,2019-03-31,202928.0
75006,TX,Carrollton,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,253600.0
75227,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,153739.0
77015,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,145813.0
78046,TX,Laredo,Laredo,Webb County,2019-03-31,130237.0
77040,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,186954.0
75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,470860.0
77388,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,208587.0
78028,TX,Kerrville,Kerrville,Kerr County,2019-03-31,225090.0
75062,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,214635.0
76112,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,164187.0
75216,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,105759.0
79907,TX,El Paso,El Paso,El Paso County,2019-03-31,98567.0
76502,TX,Temple,Killeen-Temple,Bell County,2019-03-31,175463.0
78109,TX,Converse,San Antonio-New Braunfels,Bexar County,2019-03-31,177143.0
78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,157850.0
76039,TX,Euless,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,251556.0
78213,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,160274.0
76017,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,218462.0
78414,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,225549.0
75214,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,558686.0
77339,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,212998.0
79705,TX,Midland,Midland,Midland County,2019-03-31,307107.0
78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,190043.0
77024,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,1214012.0
77581,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,2019-03-31,262856.0
78840,TX,Del Rio,Del Rio,Val Verde County,2019-03-31,120949.0
77088,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,144709.0
76108,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,189087.0
75104,TX,Cedar Hill,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,211930.0
77099,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,159692.0
75013,TX,Allen,Dallas-Fort Worth-Arlington,Collin County,2019-03-31,442654.0
75044,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,245874.0
77090,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,181689.0
75019,TX,Coppell,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,430145.0
77539,TX,Dickinson,Houston-The Woodlands-Sugar Land,Galveston County,2019-03-31,202556.0
77055,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,502806.0
75165,TX,Waxahachie,Dallas-Fort Worth-Arlington,Ellis County,2019-03-31,213919.0
77044,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,206481.0
77004,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,300204.0
77064,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,187676.0
79423,TX,Lubbock,Lubbock,Lubbock County,2019-03-31,165990.0
78227,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,128381.0
78744,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,236247.0
76107,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,293929.0
77080,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,268288.0
79762,TX,Odessa,Odessa,Ector County,2019-03-31,195485.0
78207,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,81589.0
78526,TX,Brownsville,Brownsville-Harlingen,Cameron County,2019-03-31,132353.0
79707,TX,Midland,Midland,Midland County,2019-03-31,346747.0
78006,TX,Boerne,San Antonio-New Braunfels,Kendall County,2019-03-31,390920.0
76522,TX,Copperas Cove,Killeen-Temple,Coryell County,2019-03-31,128315.0
77498,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-03-31,226186.0
78852,TX,Eagle Pass,Eagle Pass,Maverick County,2019-03-31,132814.0
76513,TX,Belton,Killeen-Temple,Bell County,2019-03-31,184047.0
78412,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,140905.0
78574,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,112922.0
78232,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,280106.0
75028,TX,Flower Mound,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,356462.0
76021,TX,Bedford,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,277651.0
75050,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,179400.0
79925,TX,El Paso,El Paso,El Paso County,2019-03-31,140764.0
76904,TX,San Angelo,San Angelo,Tom Green County,2019-03-31,222784.0
78041,TX,Laredo,Laredo,Webb County,2019-03-31,193866.0
75154,TX,Red Oak,Dallas-Fort Worth-Arlington,Ellis County,2019-03-31,231909.0
76210,TX,Denton,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,267107.0
78217,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,176234.0
78413,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,192963.0
77338,TX,Humble,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,163619.0
75081,TX,Richardson,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,288410.0
75075,TX,Plano,Dallas-Fort Worth-Arlington,Collin County,2019-03-31,323799.0
77060,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,133703.0
76262,TX,Roanoke,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,403669.0
78154,TX,Schertz,San Antonio-New Braunfels,Guadalupe County,2019-03-31,226899.0
76180,TX,North Richland Hills,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,221916.0
76119,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,122879.0
78723,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,397260.0
77006,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,528973.0
77009,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,325317.0
75060,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,193978.0
76227,TX,Aubrey,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,257918.0
77356,TX,Montgomery,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,276557.0
78749,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,393230.0
78610,TX,Buda,Austin-Round Rock,Hays County,2019-03-31,276168.0
77065,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,198564.0
77471,TX,Rosenberg,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-03-31,181401.0
75069,TX,McKinney,Dallas-Fort Worth-Arlington,Collin County,2019-03-31,299092.0
77079,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,527265.0
77035,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,245261.0
78537,TX,Donna,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,71387.0
77642,TX,Port Arthur,Beaumont-Port Arthur,Jefferson County,2019-03-31,61802.0
77096,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,347220.0
75501,TX,Texarkana,Texarkana,Bowie County,2019-03-31,94747.0
78628,TX,Georgetown,Austin-Round Rock,Williamson County,2019-03-31,360688.0
76131,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,234086.0
78586,TX,San Benito,Brownsville-Harlingen,Cameron County,2019-03-31,82906.0
75605,TX,Longview,Longview,Gregg County,2019-03-31,219216.0
78218,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,147807.0
77054,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,151995.0
77304,TX,Conroe,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,242858.0
78541,TX,Edinburg,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,117508.0
75220,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,330878.0
78418,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,220187.0
78729,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,329463.0
77056,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,944864.0
75087,TX,Rockwall,Dallas-Fort Worth-Arlington,Rockwall County,2019-03-31,305214.0
77092,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,234346.0
78108,TX,Cibolo,San Antonio-New Braunfels,Guadalupe County,2019-03-31,245977.0
75038,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,360011.0
76065,TX,Midlothian,Dallas-Fort Worth-Arlington,Ellis County,2019-03-31,291746.0
77354,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,308194.0
75701,TX,Tyler,Tyler,Smith County,2019-03-31,143457.0
76706,TX,Waco,Waco,McLennan County,2019-03-31,159013.0
78596,TX,Weslaco,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,97563.0
77365,TX,Porter,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,226232.0
76248,TX,Keller,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,399193.0
77377,TX,Tomball,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,272837.0
75904,TX,Lufkin,Lufkin,Angelina County,2019-03-31,131726.0
75230,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,786260.0
78415,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,117001.0
79416,TX,Lubbock,Lubbock,Lubbock County,2019-03-31,145607.0
77074,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,178699.0
78717,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,403677.0
77381,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,347560.0
77520,TX,Baytown,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,127244.0
77025,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,438614.0
77389,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,325516.0
77706,TX,Beaumont,Beaumont-Port Arthur,Jefferson County,2019-03-31,190381.0
78210,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,144500.0
76006,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,293682.0
77571,TX,La Porte,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,184221.0
76013,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,214798.0
75252,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,424333.0
75077,TX,Highland Village,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,331915.0
78727,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,353992.0
77073,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,162495.0
75033,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,2019-03-31,414915.0
77493,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,239179.0
77380,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,244732.0
79763,TX,Odessa,Odessa,Ector County,2019-03-31,149822.0
77093,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,116948.0
78539,TX,Edinburg,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,153245.0
76132,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,324837.0
77566,TX,Lake Jackson,Houston-The Woodlands-Sugar Land,Brazoria County,2019-03-31,208858.0
77340,TX,Huntsville,Huntsville,Walker County,2019-03-31,197218.0
77034,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,158274.0
78633,TX,Georgetown,Austin-Round Rock,Williamson County,2019-03-31,343004.0
78731,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,754784.0
77382,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,381783.0
79915,TX,El Paso,El Paso,El Paso County,2019-03-31,95601.0
75039,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,489956.0
77477,TX,Stafford,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-03-31,202096.0
77019,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,647001.0
78626,TX,Georgetown,Austin-Round Rock,Williamson County,2019-03-31,269988.0
76543,TX,Killeen,Killeen-Temple,Bell County,2019-03-31,93603.0
78132,TX,New Braunfels,San Antonio-New Braunfels,Comal County,2019-03-31,413322.0
75238,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,415143.0
78043,TX,Laredo,Laredo,Webb County,2019-03-31,137413.0
75051,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,162641.0
76903,TX,San Angelo,San Angelo,Tom Green County,2019-03-31,79842.0
78221,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,131674.0
76049,TX,Granbury,Dallas-Fort Worth-Arlington,Hood County,2019-03-31,286762.0
75010,TX,Carrollton,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,347721.0
76901,TX,San Angelo,San Angelo,Tom Green County,2019-03-31,132364.0
77550,TX,Galveston,Houston-The Woodlands-Sugar Land,Galveston County,2019-03-31,197436.0
78573,TX,Alton,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,121774.0
79720,TX,Big Spring,Big Spring,Howard County,2019-03-31,118170.0
79605,TX,Abilene,Abilene,Taylor County,2019-03-31,115918.0
77075,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,176074.0
78582,TX,Rio Grande City,Rio Grande City,Starr County,2019-03-31,60261.0
76401,TX,Stephenville,Stephenville,Erath County,2019-03-31,166227.0
77598,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,188080.0
76053,TX,Hurst,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,205383.0
79106,TX,Amarillo,Amarillo,Potter County,2019-03-31,113238.0
77489,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-03-31,156875.0
78705,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,665661.0
75234,TX,Farmers Branch,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,259871.0
77536,TX,Deer Park,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,198160.0
78212,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,236678.0
79904,TX,El Paso,El Paso,El Paso County,2019-03-31,103138.0
78552,TX,Harlingen,Brownsville-Harlingen,Cameron County,2019-03-31,129877.0
78634,TX,Hutto,Austin-Round Rock,Williamson County,2019-03-31,240539.0
75604,TX,Longview,Longview,Gregg County,2019-03-31,178482.0
77532,TX,Crosby,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,192936.0
78728,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,295577.0
76087,TX,Weatherford,Dallas-Fort Worth-Arlington,Parker County,2019-03-31,307314.0
77535,TX,Dayton,Houston-The Woodlands-Sugar Land,Liberty County,2019-03-31,202671.0
75254,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,579416.0
77630,TX,Orange,Beaumont-Port Arthur,Orange County,2019-03-31,100949.0
78040,TX,Laredo,Laredo,Webb County,2019-03-31,89517.0
76040,TX,Euless,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,238194.0
78589,TX,San Juan,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,105324.0
75189,TX,Royse City,Dallas-Fort Worth-Arlington,Rockwall County,2019-03-31,242782.0
76548,TX,Harker Heights,Killeen-Temple,Bell County,2019-03-31,197490.0
76182,TX,North Richland Hills,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,275689.0
75042,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,196598.0
75229,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,465297.0
75032,TX,Rockwall,Dallas-Fort Worth-Arlington,Rockwall County,2019-03-31,348257.0
76020,TX,Azle,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,212663.0
77502,TX,Pasadena,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,148865.0
77018,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,426926.0
76117,TX,Haltom City,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,156742.0
77027,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,824705.0
78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,357065.0
76705,TX,Bellmead,Waco,McLennan County,2019-03-31,119210.0
78746,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,1170445.0
78602,TX,Bastrop,Austin-Round Rock,Bastrop County,2019-03-31,235017.0
75208,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,296337.0
78363,TX,Kingsville,Kingsville,Kleberg County,2019-03-31,100986.0
76016,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,239445.0
76048,TX,Granbury,Dallas-Fort Worth-Arlington,Hood County,2019-03-31,211047.0
79927,TX,Socorro,El Paso,El Paso County,2019-03-31,108580.0
77041,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,200512.0
79761,TX,Odessa,Odessa,Ector County,2019-03-31,153429.0
77590,TX,Texas City,Houston-The Woodlands-Sugar Land,Galveston County,2019-03-31,123683.0
78703,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,1139296.0
79606,TX,Abilene,Abilene,Taylor County,2019-03-31,198257.0
77833,TX,Brenham,Brenham,Washington County,2019-03-31,214116.0
77014,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,174246.0
78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,98525.0
77049,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,173404.0
77705,TX,Beaumont,Beaumont-Port Arthur,Jefferson County,2019-03-31,75543.0
77021,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,143835.0
77515,TX,Angleton,Houston-The Woodlands-Sugar Land,Brazoria County,2019-03-31,180145.0
76014,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,175293.0
77301,TX,Conroe,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,158341.0
76109,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,462840.0
76226,TX,Lantana,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,399145.0
77506,TX,Pasadena,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,121835.0
78750,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,473233.0
76240,TX,Gainesville,Gainesville,Cooke County,2019-03-31,146629.0
76123,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,204805.0
75110,TX,Corsicana,Corsicana,Navarro County,2019-03-31,96265.0
75901,TX,Lufkin,Lufkin,Angelina County,2019-03-31,120556.0
78259,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,286964.0
77087,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,137347.0
78239,TX,Windcrest,San Antonio-New Braunfels,Bexar County,2019-03-31,167138.0
78624,TX,Fredericksburg,Fredericksburg,Gillespie County,2019-03-31,329456.0
75092,TX,Sherman,Sherman-Denison,Grayson County,2019-03-31,194842.0
76710,TX,Waco,Waco,McLennan County,2019-03-31,168043.0
77802,TX,Bryan,College Station-Bryan,Brazos County,2019-03-31,204282.0
76012,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,241003.0
79107,TX,Amarillo,Amarillo,Potter County,2019-03-31,65610.0
78702,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,457819.0
75503,TX,Texarkana,Texarkana,Bowie County,2019-03-31,183342.0
75201,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,581464.0
78244,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,160381.0
76712,TX,Woodway,Waco,McLennan County,2019-03-31,234848.0
77583,TX,Arcola,Houston-The Woodlands-Sugar Land,Fort Bend County,2019-03-31,241413.0
75218,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,381064.0
79701,TX,Midland,Midland,Midland County,2019-03-31,183758.0
75078,TX,Prosper,Dallas-Fort Worth-Arlington,Collin County,2019-03-31,464503.0
78757,TX,Austin,Austin-Round Rock,Travis County,2019-03-31,479862.0
75089,TX,Rowlett,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,266095.0
75224,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,167603.0
76033,TX,Cleburne,Dallas-Fort Worth-Arlington,Johnson County,2019-03-31,169493.0
76001,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,237697.0
75240,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,343213.0
76708,TX,Waco,Waco,McLennan County,2019-03-31,137251.0
75241,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,143335.0
78023,TX,Helotes,San Antonio-New Braunfels,Bexar County,2019-03-31,320538.0
77047,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,169481.0
75082,TX,Richardson,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,377584.0
75766,TX,Jacksonville,Jacksonville,Cherokee County,2019-03-31,106245.0
76504,TX,Temple,Killeen-Temple,Bell County,2019-03-31,107885.0
76209,TX,Denton,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,203726.0
76110,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,159006.0
78738,TX,Bee Cave,Austin-Round Rock,Travis County,2019-03-31,592331.0
76036,TX,Crowley,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,214685.0
76011,TX,Arlington,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,189836.0
77091,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,149239.0
77316,TX,Montgomery,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,322350.0
76201,TX,Denton,Dallas-Fort Worth-Arlington,Denton County,2019-03-31,201410.0
75205,TX,University Park,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,1462025.0
78411,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,137415.0
75482,TX,Sulphur Springs,Sulphur Springs,Hopkins County,2019-03-31,127509.0
77530,TX,Channelview,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,148936.0
78734,TX,Lakeway,Austin-Round Rock,Travis County,2019-03-31,458492.0
78238,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,164947.0
78516,TX,Alamo,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,94799.0
77586,TX,Seabrook,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,269846.0
77017,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,136458.0
77066,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,170170.0
78570,TX,Mercedes,McAllen-Edinburg-Mission,Hidalgo County,2019-03-31,64665.0
76114,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,151227.0
77627,TX,Nederland,Beaumont-Port Arthur,Jefferson County,2019-03-31,152486.0
76801,TX,Brownwood,Brownwood,Brown County,2019-03-31,100436.0
77357,TX,Roman Forest,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,194990.0
77005,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,1225342.0
76140,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,164951.0
78133,TX,Canyon Lake,San Antonio-New Braunfels,Comal County,2019-03-31,273301.0
77043,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,317124.0
77022,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,148686.0
75232,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,170230.0
77071,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,172154.0
77384,TX,Conroe,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,317230.0
77023,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,209631.0
77327,TX,Cleveland,Houston-The Woodlands-Sugar Land,Liberty County,2019-03-31,115191.0
77016,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,107348.0
77551,TX,Galveston,Houston-The Woodlands-Sugar Land,Galveston County,2019-03-31,179986.0
76092,TX,Southlake,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,760403.0
79407,TX,Lubbock,Lubbock,Lubbock County,2019-03-31,141131.0
76106,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,120314.0
77067,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,147614.0
75225,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,1399938.0
77355,TX,Stagecoach,Houston-The Woodlands-Sugar Land,Montgomery County,2019-03-31,283951.0
78382,TX,Rockport,Corpus Christi,Aransas County,2019-03-31,230962.0
78242,TX,San Antonio,San Antonio-New Braunfels,Bexar County,2019-03-31,120760.0
77662,TX,Vidor,Beaumont-Port Arthur,Orange County,2019-03-31,124388.0
79902,TX,El Paso,El Paso,El Paso County,2019-03-31,192003.0
77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,135786.0
75041,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,176825.0
79930,TX,El Paso,El Paso,El Paso County,2019-03-31,107241.0
77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,2019-03-31,639285.0
77320,TX,Huntsville,Huntsville,Walker County,2019-03-31,169455.0
79934,TX,El Paso,El Paso,El Paso County,2019-03-31,148035.0
75001,TX,Addison,Dallas-Fort Worth-Arlington,Dallas County,2019-03-31,363413.0
78410,TX,Corpus Christi,Corpus Christi,Nueces County,2019-03-31,166687.0
75160,TX,Terrell,Dallas-Fort Worth-Arlington,Kaufman County,2019-03-31,162761.0
76126,TX,Benbrook,Dallas-Fort Worth-Arlington,Tarrant County,2019-03-31,248375.0
75020,TX,Denison,Sherman-Denison,Grayson County,2019-03-31,135113.0
77414,TX,Bay City,Bay City,Matagorda County,2019-03-31,150234.0
75460,TX,Paris,Paris,Lamar County,2019-03-31,63446.0
